,Real values,Predicted values
1691,569000,688793.2558433274
39299,350000,399354.867097102
29864,410000,391051.3564436277
37169,255000,151270.80640586326
51098,300000,385828.35994803114
30512,352500,562423.5840061898
34833,495000,745948.5301747113
19876,860000,827636.6372775673
49563,295000,343132.39410539623
5692,525000,682141.3243953034
2815,348800,310491.0750030712
40260,325000,298816.6148736464
44167,699000,616221.8481755736
51401,250000,268628.3809198213
44411,249000,255004.1518337187
11220,375000,418502.47414201946
19496,518900,715969.7602570294
33726,250000,338052.2232415463
17537,239000,367220.6225967767
49035,349000,323502.5841061024
31456,265000,239719.65889009988
13834,945000,760866.6708716667
28312,429500,472578.2410073961
42096,240000,187216.3735322103
24996,449000,591403.4894089486
6921,198500,160668.46003631043
49749,398000,370528.88268869603
52120,350000,504679.24230080436
27054,220000,145816.58671088738
42708,595000,328566.78256285086
15274,1200000,858350.9360299467
14933,399000,494030.783358498
35432,170000,60376.95331712504
25677,431400,427705.4899882791
23467,645000,467631.92335407046
7204,299900,369027.2796949582
10825,530000,370922.82363849494
24020,399000,690350.2444841032
10855,795000,877975.2242767384
24626,129000,246080.3652354875
29271,1320000,1097109.187136807
3757,369000,487122.06115299213
39904,307500,548712.2334081767
21405,239000,221559.4342693982
41072,790000,482894.91264123947
33505,85000,-63677.97734943137
49370,489000,442981.74819160585
24724,289000,383863.029420687
28077,369000,496178.035926721
47140,325000,135283.05479435733
7362,499000,419649.844521205
10169,349000,469988.9506222336
756,575000,767433.6696440817
11920,329500,451220.801062204
26183,1595000,1682386.800632502
6716,245000,130712.50422313088
40419,300000,389015.09951777273
11535,1795000,1496208.0851986127
32030,249500,189356.19109532028
35001,99000,21150.803220042086
46289,339000,341171.45909068926
46420,529000,271509.8808032036
49554,264500,412252.74677214737
22708,1249000,1133222.3472647027
34122,447854,414054.490261706
23602,390000,427930.0001862066
38281,275000,411034.2774513155
47183,399000,469003.9274263864
7028,1400000,1162035.161240113
16438,545000,895030.640463605
26918,109000,58722.67449198081
35999,598000,1037553.8154693812
51466,279000,238497.21352529395
29643,145000,484031.45898429735
9914,375000,386444.0025839036
25612,395000,992505.919014748
29391,349000,366212.2107029971
11959,425000,555564.9574318039
8266,174000,164763.32140913047
14608,149000,126894.30270867632
4675,299000,299007.2247018645
7498,230000,206605.38763982974
24498,420000,433435.82109054935
31312,850000,881547.776405708
1253,399000,446086.45647965104
32531,554000,597261.2062341266
22888,775000,1032582.094544258
2420,385000,451858.9324142271
8822,365000,300704.36045545357
2750,529000,456353.15214204503
3231,199000,185325.4981144425
9012,550000,733198.0243531009
21252,619000,839278.1682134758
8927,233000,264515.3048245495
22402,395000,284997.20422785357
15909,395000,647085.9650637473
11653,489000,499030.5157159418
23824,245000,14990.269956288976
50280,339990,449526.59706880146
46374,399000,309295.2207951239
49049,350000,318912.7717481662
46815,219000,265540.1923014042
51113,320000,182852.31078554876
8289,225000,210974.14106536654
40790,300000,465025.6006384817
24677,398000,365981.1968829272
44505,252000,434917.04797960806
8609,870000,977428.734443594
8622,238000,173178.1724719645
26569,299000,223637.44613176404
31203,90000,-76196.63054769271
27211,310000,344553.52135636145
49433,249000,163839.5566466034
48671,239000,334555.017973684
39487,269000,368186.9586780808
43737,895000,765033.7299582941
1415,95000,35177.93358918035
318,160000,195027.19775105378
40331,550000,583813.6276850586
52214,598000,457479.4602764756
25476,325000,387570.7037946611
22589,620000,494874.5854499703
4538,645000,865129.51895367
31683,299000,370607.4075344591
9623,389000,454300.7631472708
15823,519000,606286.7405417094
14463,449000,406144.40125663724
39756,235000,241700.71569475284
34094,432251,321707.6889970078
10533,880000,633264.3757681304
2316,270000,232693.21070391167
4595,279000,271083.16137872485
15553,430000,410369.3337171284
13451,260000,343227.8397730833
4593,279000,271083.16137872485
27484,500000,551443.5690277467
13601,395000,459401.4480708236
15057,595000,794264.5403838094
38524,295000,282737.91940680833
16564,895000,517882.8134252288
32373,424999,281641.061766059
23325,250000,261838.76032493718
47438,269000,357535.0991614273
16123,260000,256828.49439414212
47231,520000,622881.0803109854
30711,590000,912319.8949195786
17740,389000,455749.64233152795
10953,345000,273892.172909686
41914,299000,318585.89147057576
37140,249000,303724.4536861001
35167,389000,600364.9308837471
28706,249000,342757.0868453578
26780,1795000,1264392.3593709082
38610,545000,407808.0293558648
42591,335000,213484.4373735761
22198,269000,431135.4059430784
1802,1200000,1501461.585668318
41330,250000,242121.78606138125
8716,379000,409713.43222329917
30341,269900,407938.9378852049
50513,950000,689661.1587150886
53394,225000,230448.54426321253
48080,549000,365688.14619324694
24679,398000,365981.1968829272
42646,315000,429587.1704459219
48355,200000,214369.49862844404
38526,295000,282737.91940680833
52178,695000,430430.440653852
2299,1350000,1662883.457467142
32249,349000,542308.2098054916
13113,299000,510377.14790593926
44760,360000,320696.6188938437
35173,395000,544976.7330190986
22581,597000,783409.4607886337
42599,224000,212861.06386232912
51706,465000,417463.69117863156
38315,279000,234559.75977755274
45040,310000,444727.5016892171
16716,450000,219617.3489494784
13518,325000,351965.26636761834
9289,398000,501443.3297880904
31471,277000,315261.78338478855
7640,390000,383312.02912055573
48132,795000,529661.9218701313
12325,340000,283865.1272928744
29945,625000,424301.05043987004
34954,759000,947836.3147297541
48866,250000,282507.1147358444
10196,419000,732534.5744890261
47558,220000,344459.36222856434
51484,289000,283402.2629253173
42101,249000,281595.1303950418
38805,295000,256620.7383937902
12531,990000,965218.3994142344
26863,339000,292150.0079012879
21515,479000,513333.13992287056
17559,249000,192125.06877505383
40694,279000,348864.6410669276
9814,424000,539712.077828924
47612,619000,815066.2481409307
21416,795000,987310.4386383842
44421,279000,306999.86374459416
8648,899000,878684.2442597763
1197,269000,288001.10156473593
7500,385000,573974.1518376694
24181,595000,607993.7166219556
17820,449000,515311.48320477526
26853,239000,314785.35359309625
53470,250000,252750.5358502676
41964,365000,298311.03378733655
28322,449000,385978.30305544555
16241,350000,312727.1424358357
22186,263000,293298.11708643765
33711,249000,341496.4733262344
12293,319000,258383.5372334957
34627,285000,234206.7094001413
45004,230000,202958.06182736185
36086,949000,662429.4672391404
35644,310000,428721.3246284417
38187,389000,317613.8789373208
8322,249000,309758.4681225096
24146,549000,506405.9097804993
51069,265000,215871.38531801364
25628,415000,324964.5264384471
4621,498000,623580.1554543083
50189,275000,245573.4584351547
35782,379000,541295.9217462821
35741,364999,497950.64698510704
12153,1275000,925637.8501802402
47868,254900,236217.05406950327
42492,250000,321833.8642275633
9061,219000,472541.628779302
23056,779000,902042.3174788883
43126,370000,526502.6911589003
32826,295000,347327.4418753415
6805,220000,277768.9910322561
5447,345000,1000950.9734024755
2679,289000,288783.3551506643
28394,695000,736800.4609152975
952,260000,434947.73821114586
9023,572500,779347.1456634616
12320,340000,364076.293229684
22151,229000,190831.4180455341
32212,327659,387211.8418155103
18413,1195000,730060.5110706305
8268,199000,196525.36999311438
6591,450000,527558.055249292
26588,339000,447103.61222024926
47901,275000,339900.0785787235
14685,215000,340530.64578253415
29716,250000,736515.9132331621
22128,210000,332303.8465517332
13954,279000,202748.65374862988
43020,795000,510606.8563022471
2079,335000,406045.1805947611
26860,339000,292150.0079012879
12279,289000,339051.6747660497
15616,199000,227935.52015197714
6086,155000,150090.64102092606
38096,299000,349310.3776545263
42092,239000,442109.7579521345
39908,307500,548712.2334081767
31153,315000,464833.4414051734
30415,299000,191315.5180475784
19608,725000,1083290.9377299459
1937,370000,214154.64344731806
6246,399000,501458.53174256004
37539,578000,733822.5517859468
18200,285000,215019.47084273177
13334,169000,82717.3419246081
9769,385000,354831.86732037016
45441,335000,483280.19290816545
22751,1495000,800774.6917493967
13090,235000,127657.30392030813
6752,528000,850412.6859958281
34195,495000,489990.70070049143
14091,319000,275678.7150500065
6861,450000,678896.2104745444
7013,549000,412543.7198140805
30987,220000,260712.96685849677
6480,687500,686562.143569856
9204,220000,96864.6603394993
2028,299000,522176.52993301384
31039,59500,-10499.050371298741
33607,198000,121818.1749228941
12440,499000,446443.7527291779
45047,325000,508398.8294698643
30557,389900,272969.8781114978
18618,549000,596466.6773401838
15268,1200000,759276.8848221321
49106,395000,376406.0814412574
23905,295000,531635.2399999658
20551,165000,276114.53705381264
42998,595000,612993.2568635999
11979,525000,413863.8260402731
28749,275000,672095.6044692097
44664,265000,158537.49223360314
20711,269000,210274.83429103176
51613,360000,451198.413924034
8593,319000,286992.1433714881
26722,675000,780011.0604414471
13467,288000,338059.7833436873
44356,395000,287537.41643688455
52659,276000,312152.70998383855
1932,340000,280429.25452769746
28296,415000,494579.1273548536
18327,125000,150356.68954569177
34556,320000,425073.0321173535
2699,1550000,928292.3740125152
14719,250000,293292.0850732939
22828,990000,1040458.0614776346
10271,595000,771570.0823348576
7728,560000,615090.8019149106
17417,169000,261335.7747987063
26161,177500,239738.59183914823
48603,480000,346971.3025353276
23907,295000,531635.2399999658
50918,325000,283438.5250001518
45667,315000,243197.54699813903
39616,315000,322859.13249736105
23716,149900,68354.01229194156
47605,549000,697354.3406913269
38475,249000,191257.47183757002
16644,2250000,1031131.8869110122
12761,345000,337635.19208690885
23419,449000,481670.8801364359
53135,217500,201991.09565597845
53403,255000,277367.9187023216
9459,398000,294371.9029138468
8470,238000,252833.41343440855
8830,650000,627969.9640382412
3498,389000,377800.4515002124
23834,248500,316846.6673211951
335,419000,258863.0183376078
47621,845000,681522.2401512517
22632,779000,407502.5697892507
47976,365000,306348.87020450423
18657,1695000,1149413.4001683302
3348,289000,216345.18140326324
16823,547000,548379.8152838799
14305,255000,214297.8370481646
49320,1389000,1066355.8399399896
6961,1080000,940050.4297151113
11935,339000,537708.085820543
41258,289000,404846.3457230673
4295,185000,199019.82483105172
41100,460000,598388.3313022357
35089,270000,740600.2781856249
27197,299000,401731.7884062649
45154,995000,644967.4864086541
24455,175000,266748.5752117287
38659,294000,418275.6923085095
15798,849000,787083.4906126279
12850,625000,583401.6758520268
8113,665000,540608.6123181983
34333,645000,424336.47977038217
19207,289000,382929.94006544864
39212,325000,238229.12400537918
12384,399000,427324.0429477935
41839,249000,308461.4638885012
31356,489000,456326.7339889303
45523,495000,235051.93016141834
23108,235000,212732.42808206248
44298,225000,223602.34478134583
29727,255000,230603.66574807232
30343,269900,407938.9378852049
47286,690000,499995.2284144083
48551,270000,239574.7248783667
31254,195000,556301.0888557918
17671,325000,585193.7365015227
50997,600000,834328.1855533193
10859,800000,989639.0524881468
42042,279000,343324.8062836608
17846,469000,474960.15660049266
34735,399000,646861.185786168
38697,295000,377951.378422982
10026,450000,486112.99943979084
8686,285000,288262.5581412887
18606,395000,394231.6866091791
23407,399000,619854.3585740734
15169,1170000,841324.3022783312
30238,190000,13492.19615489972
48913,274954,207287.2121852305
17742,389000,455749.64233152795
3904,795000,881574.9956499395
48732,205000,55052.49334821431
43753,219000,414823.0799457263
20118,375000,334370.0266350262
49838,295000,362201.8557458307
4228,399000,362657.5063481865
6747,477000,737654.3478140868
17357,965000,1035014.5185730881
22653,835000,1010401.8791644443
23922,299000,387402.4950842985
36497,575000,481271.3071124517
4701,209000,244710.9221737992
597,360000,451785.53184524947
13190,695000,669834.2720252953
51031,559000,630262.7196417953
46739,365000,418398.8600340128
46065,224500,232650.16502183164
20612,209000,218479.60430348694
43121,285000,479237.4895773251
48567,299000,382200.4893742197
50896,398000,564467.7707291803
20497,105000,-67079.17328077403
26502,189000,123568.51815234078
22426,399000,613676.6093999532
594,350000,431529.4044629796
44275,235000,272987.4744227685
49406,475000,318898.0774663374
6561,299000,241554.50543923056
24580,255000,452044.5769234023
11650,439000,538199.865885567
31570,495000,493977.32039508794
10572,498000,380315.1457944681
39515,335000,291250.7922178085
35848,430000,655778.1660246991
19624,769000,911280.1658213028
23626,198000,133203.67938802153
19180,275000,160882.21618462994
30918,475000,534578.2064707853
46983,249000,287760.7748252253
48664,1850000,1025301.7072485858
15494,360000,365697.9408792482
32787,419000,440655.72729614365
51598,345000,289731.71464651613
21080,630000,398914.90405749343
8654,899000,962122.5640998993
7118,159000,213456.80355687236
52351,395000,349343.67270376097
8855,219000,160832.74910569278
22973,795000,792440.6065479809
35666,320000,321921.4161401947
27470,499000,813474.4263369781
48743,210000,130455.73699985206
33694,240000,266722.6487051664
22010,89000,31502.17036480864
13894,1625000,1623829.8289980323
16827,245000,280389.3430248607
14376,439000,222398.1041635675
43261,279000,236749.55956403492
6814,995000,977615.8669149384
7991,185000,237682.6786480871
30483,349000,466204.3364508406
18734,329000,326031.64074943267
6185,769000,694679.753442043
32235,339000,360894.13331677567
52636,269000,225796.33346076845
40384,220000,173395.37662927702
8794,399000,595345.8692143294
22136,220000,228547.2419788661
35496,210000,100272.48002997553
38314,279000,234559.75977755274
49280,950000,1342542.161898181
1697,1650000,1027638.9507125544
28801,295000,282027.6050924754
17416,169000,261335.7747987063
52850,399000,514358.65586269414
2690,395000,515881.7815331453
46106,229000,306289.1194769321
17425,175000,219944.62735392907
2084,698000,573290.613832048
45268,665000,628644.08007775
12487,595000,772007.0568815307
45809,225000,263733.0351867487
38972,495000,413698.38844302983
10308,849000,535113.4314632928
16929,360000,639690.249098324
48752,215000,259439.16320597506
38481,257000,377259.6351013508
43161,235000,258035.2159293106
18097,1850000,1216667.7087069494
40114,280000,447133.6751184208
21875,1945000,1111354.6409402257
22079,174900,227393.8055578408
26373,109000,99573.65950579691
47479,295000,364769.57188834704
22978,199000,124999.66518240492
28208,319000,347240.96364986326
24689,215000,354971.99903158593
15810,1980000,1171302.7560082446
4138,229000,281745.50694836455
17703,349000,364351.35540559236
8707,299000,394829.4128563062
9858,230000,285893.52061447996
4672,299000,299007.2247018645
46130,239000,429801.6918420387
50731,345000,453969.18556887744
37131,240000,129283.24531697563
34740,189000,229305.0529154751
10080,240000,343715.5248998585
29035,443800,329317.36928744445
48558,245000,289724.79939370207
35874,440200,262465.87787120393
21591,375000,416816.6527179675
10547,299000,163143.5041695945
30009,1140000,1107438.5100210672
5689,199000,305544.12372837996
28779,289000,392701.669033535
7412,370000,493977.6284843743
42718,849000,748296.1516169807
6159,298000,297955.9266178825
15871,119000,7685.00545436336
45857,410000,406029.58464529814
28595,159900,81458.74791575212
13924,319000,503851.9116859029
9568,580000,937566.8420323068
35672,325000,383822.3714265675
15281,279000,561970.3583585148
47725,268000,254941.2932719622
29694,245000,353546.3720507009
46925,220000,108804.45990851929
4245,1095000,724869.0293707247
3399,419000,549515.8011107297
52897,478519,373322.13578882266
14068,219000,148209.60022505326
12114,299000,346050.4029035183
20660,239000,264501.98924128915
42575,525000,444490.47111008735
51198,650000,890350.4348862942
30321,257000,269076.25447664195
34325,625000,602043.3050222914
12261,274000,298604.6933148923
32060,260000,356786.3260239549
45719,249000,290276.47372306243
45486,395000,223525.93062788906
9493,254000,97244.37642511225
30911,369000,336452.4510733506
14461,449000,406144.40125663724
47662,275000,311333.13296383177
11193,334000,259929.05957843078
18369,245000,479872.7177977615
47520,450000,489163.493494314
802,575000,795620.5171280205
234,220000,204825.98161752382
11638,329000,471764.7392134916
14861,359500,221443.88750443165
6818,340000,322042.57621256384
3122,375000,310424.66983211576
36418,1350000,839019.4888083409
9488,260000,359546.18190818885
41995,245000,325622.1020833616
48884,260000,164300.49200036784
38763,235000,214577.93914189516
47270,645000,604650.745216936
30104,319000,398941.2397553137
25733,453400,320702.78531717375
41177,329000,485022.7613714624
26696,575000,506377.08025637816
5984,249000,201376.98824067923
25668,429000,422895.24946864136
37997,245000,413011.23467136564
26731,675000,762088.9101962389
34049,419000,401078.4625102489
33517,125000,-35917.9896569454
21675,245000,333304.4134560211
8234,299000,334869.353372777
31929,189000,212650.52698058207
7269,889000,738577.9908317018
47724,268000,254941.2932719622
1493,225000,300755.2257281323
26317,599000,497909.51736282575
5019,376463,505503.1638390247
50436,540000,352093.93860221084
47175,399000,325360.0534099602
6196,170000,200777.01758878314
45473,375000,464660.9702937636
27322,395000,298378.3546034494
11121,269000,224628.5984105876
52476,200000,371784.9552144526
12862,395000,826454.9415422509
13091,235000,127657.30392030813
49363,265000,250769.2485415746
33935,365000,320471.13567374204
43158,824000,441088.78615368926
29280,295000,192392.07185864425
52826,395000,556676.4093720563
50842,249750,298800.4382335739
26225,465000,570731.6771949243
20810,334900,417843.73529740283
19533,560000,603565.8279435862
38678,865000,476947.87773851305
46299,340000,448601.3832161386
13297,1995000,1312644.83097793
32174,299000,82061.01230151847
34347,650000,765774.9220243974
14610,149000,126894.30270867632
51255,385000,335445.30300179834
52774,335000,394761.09613122913
13824,850000,770755.5879786737
4960,995000,1066650.9197516218
8034,379000,285628.18889455014
13821,839000,658790.8821869639
14583,398000,425125.8684235829
6361,219500,173386.4923014929
39227,495000,376586.68761096057
13350,179000,270324.33489908086
44771,395000,466864.279154757
16932,489000,559146.2842811912
30109,339000,276968.66058727645
46763,460000,275183.0414030395
21528,275000,404318.2604633776
7344,1240000,997502.5701768515
31809,99000,226318.68859224446
9872,285000,398021.36586493306
51110,315000,353765.8987788543
13780,695000,748771.9642151245
26435,359000,414361.51521161845
36994,179000,167718.99354029913
37591,695000,929172.9172071752
34858,349000,388708.7547992061
17975,650000,786475.6105468706
14966,445000,414257.27082520106
4808,369000,333125.8135030191
12201,175000,238244.2051723644
11334,665000,701564.6033906236
51273,200000,139175.3799915086
31542,410000,566733.8973215859
2727,399000,447733.0017735602
3118,269000,492589.19006286317
22146,229000,309651.8363132125
329,410000,394174.4580269029
2250,649000,546263.0151385403
29628,89000,35761.55557472212
41664,695000,280581.6339100593
11880,189500,126408.8655956412
32299,375000,306051.50489469233
19634,795000,800184.8274555503
31353,475000,475264.72855777614
9261,339900,451468.0048056706
12376,395000,667540.7518471426
26427,324000,455326.9275924558
2994,339000,426015.78624673875
49039,349000,491247.1316810139
23426,469000,639045.1867652509
18984,95000,74760.54208458413
12481,590000,562901.3986480265
17400,165000,144940.8319675108
1105,175000,117243.57530094101
5779,450000,470009.5982876403
42994,595000,490573.8193219966
6678,1700000,1522608.7188998703
24174,595000,481057.38945763686
53148,269000,216761.38301893958
13217,449000,311318.94838982355
4950,695000,728026.1710447429
29244,209000,222945.20152687113
13429,249000,233817.86973587822
22837,315000,443126.90313125035
34990,599000,543870.5630706863
49172,499000,468953.31295785843
22925,995000,988282.0851956597
20687,249000,359385.6328209385
31670,1850000,978792.9934795885
51912,315000,370590.8684407595
39783,365000,339477.7134308886
25877,635000,750756.3243426352
41074,790000,482894.91264123947
48144,795000,487932.0647463004
45336,245000,245587.88975643675
13903,1980000,1456964.4409527204
23920,299000,387402.4950842985
15128,850000,902410.6503220808
3816,1165000,700060.1915181943
1535,165000,121356.48038278287
34704,199000,104230.13300623494
8061,469900,444143.4522143191
16281,375000,398332.25614115596
9457,398000,294371.9029138468
44430,292030,354560.0981904578
52363,410000,607386.8796223067
38422,325000,201639.05546891547
11757,455000,584198.7220904396
43169,625000,637288.579727897
7382,284000,429142.55096622126
13158,480000,356822.5733672999
712,645000,759098.7529638668
18294,565000,559190.6156624262
24691,215000,354971.99903158593
16584,995000,1398852.8208864345
29892,450000,691914.701366403
21001,519000,347337.73670718644
31200,90000,-76196.63054769271
9405,1650000,738464.0897268129
51008,899000,748764.6680366783
41579,245000,334266.6017335085
44136,489000,479667.0773463965
50349,390000,378563.4427529702
25364,275000,177085.7504136766
33237,256000,333502.02925208875
30353,275000,187992.69212717836
41984,595000,471750.93818369636
22778,2150000,1264144.2199161758
35270,2500000,1714650.649537899
9108,120000,115463.10467060201
32194,315000,455630.16185511806
9007,475000,581924.7136944626
27567,650000,753947.4047206817
567,235000,162180.94338440167
923,469000,423133.41856134194
12414,448500,382556.7701038421
37391,429000,373553.4020525437
47603,535000,578217.8321185594
10577,545000,654532.6874446885
1707,385000,299018.1283276215
20372,688000,743959.2105488759
11420,369000,384497.90654909913
45723,258000,136684.28988696123
11200,349000,449526.64288428775
29748,275000,278402.3033111746
5488,679000,728234.528175473
9966,239000,203324.86491582275
10613,290000,522935.1086861576
23331,269000,456679.91639951494
47815,230000,274882.91526414483
3343,965000,1014235.1735641896
3849,249000,201908.4401198078
42685,455000,580821.601174093
29717,250000,736515.9132331621
4692,149000,168003.57586616115
29940,599000,475967.2059037452
9142,295000,207579.1162768818
30985,220000,260712.96685849677
42484,219000,153537.7550142539
5245,449000,684418.8025468972
30223,179000,219284.92804402066
1531,115000,76037.53749012406
52891,475000,595506.8314188534
6353,980000,1326917.8741894339
9324,450000,800491.8429065758
28329,469000,512305.23884115805
4968,1390000,1414804.7790245512
20408,169500,115692.45974327036
48882,260000,429155.0090247016
18197,285000,398034.28037194675
20694,257000,237698.836678306
30672,530000,503793.7949110724
36183,369000,322115.64660132024
6940,495000,456832.237953262
17918,565000,708926.5414036373
3481,625000,571707.2073092877
12441,499000,446443.7527291779
37732,1495000,1287080.5416217425
16671,220000,234054.08495607044
6732,315000,101462.4752137913
126,595000,794694.2591279002
3081,325000,283660.81059307035
5672,749000,770682.3144564956
24030,415000,260682.50424579246
45683,249000,311318.35497859376
41761,289000,306593.46049010137
521,235000,260349.18094889095
13118,335000,592721.5092371041
41858,229900,258328.37424165447
19331,373000,429010.41418369283
42036,215000,412050.0954315231
42946,400000,411700.6914118669
34849,239000,197422.98523017106
48564,299000,382200.4893742197
4050,269000,275468.19730446924
33137,450000,627477.7332214976
14686,215000,340530.64578253415
50300,350000,340713.70725683577
45380,269000,278140.53460366034
3236,310000,249651.87254075918
23195,365000,312410.3024442824
48553,385000,369977.2714345673
36964,174000,166021.70676799509
12023,1199000,1216965.7612662234
44872,239000,280334.7913383587
11085,230000,213483.850439201
1626,575000,641028.8591225278
25114,1445000,1191596.1212133977
42471,299000,415449.95295978716
50308,350000,319744.2712072891
19441,447000,480348.932366972
17580,250000,568968.6995643494
25352,259000,186290.25024504174
46168,249000,288835.7237813713
6068,790000,1000692.4087629921
44047,345000,414240.8132072134
6584,419000,598544.084625805
49465,215000,166056.36872559512
46834,290000,260842.43121245806
4948,695000,728026.1710447429
562,1650000,973758.912178814
46189,265000,258970.38478469185
688,395000,255303.09587307216
19587,650000,1079316.2665916644
31404,195000,115375.46373035654
48473,315000,381876.181413506
12188,169000,99593.75090487849
3271,495000,785666.7763498221
18642,399000,549205.5113707703
45231,315000,343117.7901186903
48048,495000,582540.0819436329
24771,545000,519067.50466370577
21397,489000,507806.94293719844
31369,90000,144063.3852522141
42230,348000,347351.8815061108
17041,1050000,723933.0268302911
48470,314000,344664.64673041075
29048,450000,705979.5014809084
22243,299000,326288.01393993193
49129,420000,627203.3301360589
17987,695000,824429.8178659871
49182,499000,467313.2486648101
26923,115000,134917.015163688
50201,279000,410786.6529623982
22328,349000,523984.53081352764
33068,669000,742507.0190043879
51749,575000,281997.77505846065
50454,575000,534828.129667559
32983,125000,147138.94660282595
10337,1250000,1272818.469669477
47591,399000,533628.431255297
46036,208000,194095.95404474804
8890,349000,413354.31353815715
36440,449000,537321.0839435515
36837,329000,422035.0204465599
47235,525000,644997.9105226627
4386,189000,379347.14048631006
14467,465000,595810.8619425746
35099,275000,227941.7649160948
30053,235000,228021.47761653803
17961,649000,477727.34241858876
24751,275000,368682.19724101305
26744,699000,678171.3719970032
27944,376500,322499.5645899711
46348,389000,306630.3041679751
11539,479000,617473.0841246145
23652,790000,925798.7671218419
5770,395000,426065.09599292214
19855,119000,171729.47760120424
26941,159000,236113.71516432601
986,348000,203378.3678419571
25613,395000,992505.919014748
53412,439000,480216.4637992722
38611,545000,407808.0293558648
14412,229000,174072.09937699587
9823,279000,385995.5406520242
41459,389000,403111.5414629947
41590,295000,393745.2781510216
21677,257000,324951.6848006981
40054,338000,262865.3811530567
30927,1690000,1074079.9643007952
34310,599000,937111.3088731382
12134,398000,337587.8927647531
52434,715000,461035.5934490225
12364,385000,327820.8851366217
16812,325000,194669.93409851444
29134,655000,883836.6629716137
12444,525000,585870.8836115419
39587,365000,308092.76286031806
2074,749000,905216.8924843352
14446,319000,488526.3874015562
52130,369000,342974.2819797625
39454,360000,276786.1478920618
6557,299000,282308.7489726855
15191,1295000,1018893.5236396242
22174,239000,194305.5810292653
27401,450000,505468.9363865471
31409,195000,197986.26576036008
9311,435000,323739.0049960208
5113,285000,467777.36442954716
23219,375000,326239.5558370344
24152,549900,702063.811241493
24434,289000,351958.1555290051
14089,319000,275678.7150500065
26112,1350000,1361566.0519842396
27022,209000,185197.17095050908
2448,875000,833339.4388394332
5527,249000,312213.7595982575
42705,530000,562589.0484031148
792,550000,1344612.7272002413
8390,445000,281582.995505163
22713,1295000,882880.2145357532
36231,259000,112886.15238867316
2195,379000,271472.9000998341
10991,795000,795999.323313392
29999,995000,508994.04743143806
4896,325000,420824.7197218394
22836,315000,443126.90313125035
3545,545000,732485.0088931366
17031,175000,149261.29423834092
6932,430000,304808.85558013804
42099,240000,187216.37353221036
15365,355000,386326.5320432683
1879,1250000,1162046.4279683784
9610,289000,251338.4414739872
14649,175000,212164.5977932205
31321,224000,161486.04076992552
14519,1795000,1195805.5930221335
35604,285000,373435.7006379325
5416,275000,336477.55916080164
49919,489000,546256.1228299546
15109,795000,802354.7673549108
3365,205000,295572.4229089202
50887,340000,266164.1500913689
51029,559000,630262.7196417953
32130,295000,290228.6818730845
4273,595000,574735.6064293461
51623,374000,435102.09449858166
26907,89000,74775.52376663277
19032,164000,235701.26658766594
52377,450000,508560.13101308467
31158,169500,201270.35019547548
27623,787000,708639.4956172603
43478,299000,363081.6005673318
41241,235000,284677.8703515647
17183,399000,345906.25926265755
42890,285000,238438.20277860772
51720,525000,329682.3032350337
14862,359500,221443.88750443165
24396,299000,333404.6191910708
3665,495000,763373.416390281
31410,195000,197986.26576036008
12235,225000,113400.18961130758
10583,649000,472620.90242642857
41105,615000,714659.4888101483
44087,385000,309611.49115752155
50372,410000,361704.03122174763
24784,945000,775500.3265793645
40949,229000,268421.69218478655
14381,495000,655800.8110029497
10351,2200000,1675453.9504072343
30601,427900,442383.61176624935
23240,145000,153591.6111745864
27650,930000,852042.5719632069
2737,489000,462552.0514352023
21052,584986,526432.0689756013
9770,385000,354831.86732037016
8833,280000,202954.38798305503
11746,139000,134923.47893137689
37093,219000,220258.72359759756
4848,795000,1069625.5649393825
46857,360000,315274.8038181221
16837,480000,609807.9787291146
30023,1250000,795587.8685820277
39862,329000,270915.98768551374
14260,595000,440322.1469264014
12367,385000,327820.8851366217
10128,279900,282856.99822100217
28961,398000,631246.7244589195
28819,310000,259198.94553796656
18823,540000,564807.9986104895
8305,239000,211928.8307546264
14037,314900,289575.64827396645
48016,405000,384927.0464841913
34254,549000,741026.0823556044
12791,210000,135866.30911343446
33949,375000,542093.0272823039
13826,850000,770755.5879786737
31252,195000,556301.0888557918
6242,295000,415819.7134833804
52882,460000,343911.1018432259
27842,260000,329509.7731403131
8210,649000,677803.7355781454
51322,220000,406634.073971954
49748,398000,370528.88268869603
44045,345000,414240.8132072134
45391,269000,302308.0543429016
364,385000,587255.8101679676
1728,675000,812005.0798072387
27723,1750000,719237.4295299144
12486,595000,772007.0568815307
10646,669000,794998.3493585866
20798,330000,167139.95878991392
53305,245000,278754.16315594874
21038,575000,716401.9320535869
5427,290000,376187.8294256027
572,895000,886460.4196572544
44093,395000,408819.1915284846
29459,239000,202300.91203391028
29396,195000,138136.15617608058
16317,399000,548235.1692199775
43829,209000,185587.60139478825
15177,1195000,707684.2394492638
49315,1340000,942584.6466032569
33331,410000,442605.0040901329
52823,395000,332944.38208919915
14007,1295000,929427.5885989887
8877,398000,289184.63935525104
44577,239000,516686.73803672736
51903,279000,210816.06061359408
29604,210000,285373.6124381947
13884,1290000,1029866.4199746621
42615,259000,321506.5409933229
37921,385000,346361.7957668643
24453,175000,266748.5752117287
34098,432700,310260.8906582871
11594,379000,564296.8698218644
21997,659000,564332.0738510336
33693,240000,266722.6487051664
39551,415000,434844.58347912127
49532,235000,247379.20474183603
